0.999690, 0.000990, -0.024678, 0.003076, -2.246228, 0.612343, 4.487050 
0.999518, 0.003747, -0.030764, 0.001695, -2.079275, 0.619062, 4.517896 
0.999084, 0.003610, -0.042596, -0.002034, -1.952475, 0.625035, 4.543966 
0.998595, 0.006538, -0.052380, -0.004653, -1.825732, 0.629654, 4.572838 
0.998166, 0.008628, -0.059714, -0.005024, -1.699181, 0.634644, 4.597398 
0.998786, 0.007229, -0.048266, -0.006660, -1.567158, 0.640040, 4.617463 
0.999562, 0.004595, -0.029224, -0.001191, -1.400666, 0.648571, 4.646127 
0.999896, 0.002031, -0.013722, 0.004030, -1.262042, 0.657578, 4.675036 
0.999981, 0.002179, -0.004919, 0.002943, -1.163182, 0.660523, 4.685744 
0.999935, 0.001872, -0.011101, 0.001590, -1.061826, 0.664469, 4.702947 
0.999916, 0.001647, -0.012847, 0.000490, -0.918013, 0.671452, 4.731707 
0.999778, 0.001504, -0.020795, 0.003098, -0.781376, 0.676493, 4.755000 
0.999941, 0.001774, -0.010729, -0.000675, -0.687224, 0.680517, 4.775577 
0.999969, 0.001896, -0.007354, -0.002168, -0.647341, 0.681343, 4.781357 
0.999964, 0.002068, -0.007721, -0.002837, -0.650000, 0.680867, 4.781909 
0.999966, 0.001983, -0.007637, -0.002561, -0.649709, 0.681299, 4.782133 
0.999969, 0.002053, -0.007065, -0.002906, -0.649448, 0.680752, 4.781222 
0.999970, 0.001950, -0.007059, -0.002620, -0.649462, 0.681097, 4.780292 
0.999970, 0.001998, -0.007012, -0.002562, -0.649098, 0.680733, 4.780725 
0.999971, 0.001920, -0.006986, -0.002250, -0.649226, 0.680945, 4.780756 
0.999972, 0.001970, -0.007164, -0.001128, -0.647445, 0.680052, 4.783852 
0.999977, 0.001983, -0.006396, -0.000851, -0.645550, 0.678712, 4.781538 
0.999970, 0.001984, -0.007331, -0.001431, -0.648380, 0.679861, 4.782431 
0.999973, 0.002007, -0.006799, -0.001761, -0.648414, 0.679735, 4.781376 
0.999969, 0.001909, -0.007416, -0.001666, -0.648631, 0.680611, 4.781284 
0.999970, 0.001976, -0.007337, -0.001541, -0.648020, 0.679802, 4.781128 
0.999972, 0.002029, -0.006805, -0.002142, -0.647855, 0.679989, 4.781212 
0.999967, 0.002125, -0.007495, -0.002285, -0.648744, 0.679594, 4.782508 
0.999957, 0.002470, -0.007676, -0.004602, -0.652674, 0.678625, 4.780206 
0.999954, 0.002582, -0.007767, -0.004935, -0.653323, 0.678336, 4.781597 
0.999939, 0.002969, -0.008169, -0.006819, -0.654387, 0.676751, 4.780613 
0.999820, 0.004849, -0.010410, -0.015092, -0.662312, 0.673266, 4.795897 
0.999570, 0.007157, -0.011190, -0.026132, -0.657296, 0.670999, 4.819953 
0.996480, 0.003577, -0.081159, -0.020710, -0.685533, 0.669082, 4.817132 
0.995662, 0.007975, -0.089604, -0.023771, -0.685463, 0.665967, 4.826133 
0.993192, 0.011035, -0.112584, -0.027814, -0.683752, 0.661709, 4.831480 
0.988057, 0.012497, -0.149371, -0.035707, -0.679418, 0.658013, 4.848433 
0.981000, 0.013192, -0.188102, -0.045637, -0.671125, 0.654865, 4.868853 
0.971121, 0.013454, -0.231007, -0.058131, -0.660842, 0.650967, 4.895768 
0.956647, 0.021122, -0.282193, -0.068903, -0.650869, 0.644110, 4.933595 
0.935717, 0.025665, -0.341590, -0.084213, -0.636596, 0.635168, 4.974538 
0.916041, 0.027826, -0.388367, -0.096262, -0.623639, 0.628360, 5.006637 
0.895707, 0.030661, -0.430511, -0.106907, -0.617137, 0.622274, 5.037640 
0.872534, 0.033095, -0.472548, -0.119531, -0.614164, 0.614147, 5.079203 
0.829149, 0.038709, -0.540931, -0.135674, -0.620777, 0.606526, 5.152054 
0.766896, 0.043056, -0.621033, -0.155995, -0.630534, 0.589763, 5.201433 
0.694106, 0.049238, -0.696433, -0.175425, -0.655622, 0.574539, 5.279500 
0.615048, 0.051263, -0.762949, -0.192347, -0.682107, 0.559674, 5.319273 
0.551578, 0.054691, -0.807790, -0.200613, -0.709613, 0.554905, 5.334664 
0.467361, 0.054563, -0.854953, -0.218291, -0.728115, 0.546873, 5.345563 
0.282556, 0.072039, -0.931438, -0.217705, -0.906285, 0.566824, 5.486115 
0.204542, 0.073097, -0.949816, -0.225098, -0.934323, 0.571377, 5.470088 
0.085627, 0.078237, -0.965997, -0.231079, -0.970094, 0.578312, 5.419553 
0.028720, -0.078009, 0.965298, 0.247569, -0.965339, 0.562071, 5.333595 
0.128909, -0.073373, 0.957933, 0.245690, -0.926146, 0.574143, 5.259899 
0.216091, -0.071648, 0.942414, 0.245005, -0.883441, 0.580650, 5.213961 
0.291178, -0.071278, 0.923442, 0.239562, -0.835629, 0.587601, 5.178621 
0.362318, -0.076491, 0.898685, 0.235033, -0.800562, 0.591150, 5.138139 
0.362043, -0.068474, 0.899905, 0.233255, -0.771038, 0.597711, 5.153211 
0.362404, -0.068523, 0.899803, 0.233072, -0.771076, 0.598190, 5.153819 
0.362032, -0.068345, 0.899929, 0.233217, -0.770559, 0.598001, 5.153886 
0.361743, -0.068931, 0.899937, 0.233462, -0.769785, 0.596909, 5.153238 
0.361921, -0.068637, 0.899914, 0.233359, -0.770673, 0.597734, 5.155176 
0.362125, -0.068234, 0.899881, 0.233289, -0.771276, 0.597227, 5.154901 
0.362455, -0.068458, 0.899782, 0.233094, -0.771396, 0.597683, 5.153626 
0.362588, -0.068380, 0.899756, 0.233008, -0.772455, 0.598339, 5.153587 
0.362121, -0.068312, 0.899892, 0.233230, -0.771595, 0.598151, 5.155480 
0.362573, -0.068506, 0.899739, 0.233063, -0.772865, 0.598355, 5.154603 
0.362407, -0.068570, 0.899790, 0.233105, -0.771278, 0.597735, 5.153111 
0.362452, -0.068502, 0.899769, 0.233134, -0.771526, 0.597305, 5.153434 
0.362430, -0.068566, 0.899775, 0.233126, -0.771503, 0.597422, 5.152987 
0.362873, -0.068533, 0.899669, 0.232858, -0.772221, 0.598230, 5.152330 
0.362622, -0.068183, 0.899780, 0.232922, -0.771960, 0.598608, 5.153149 
0.368528, -0.068064, 0.897237, 0.233497, -0.778913, 0.597283, 5.150414 
0.397260, -0.067431, 0.885787, 0.230259, -0.791012, 0.600400, 5.137346 
0.446040, -0.066367, 0.864069, 0.223671, -0.810993, 0.605289, 5.099643 
0.507203, -0.065194, 0.831534, 0.216901, -0.833360, 0.610261, 5.049471 
0.568416, -0.064278, 0.794444, 0.204036, -0.849231, 0.627701, 4.998147 
0.620113, -0.059184, 0.756358, 0.199699, -0.854935, 0.628536, 4.966567 
0.670225, -0.056881, 0.716067, 0.186577, -0.842640, 0.638150, 4.934031 
0.712567, -0.057425, 0.678702, 0.168271, -0.823671, 0.653315, 4.903333 
0.775390, -0.052944, 0.609622, 0.155976, -0.800069, 0.645182, 4.903139 
0.819895, -0.049062, 0.552830, 0.140514, -0.774241, 0.640795, 4.900090 
0.870592, -0.041144, 0.475501, 0.119480, -0.739270, 0.630290, 4.915674 
0.902504, -0.037813, 0.416101, 0.104483, -0.723999, 0.627055, 4.934980 
0.933889, -0.034573, 0.345065, 0.087103, -0.706705, 0.627020, 4.948525 
0.950114, -0.026343, 0.301362, 0.075958, -0.690250, 0.626658, 4.944371 
0.966728, -0.022417, 0.247001, 0.062647, -0.660675, 0.629168, 4.931345 
0.980021, -0.010321, 0.192160, 0.050266, -0.621677, 0.635303, 4.929742 
0.989255, -0.006705, 0.140705, 0.039131, -0.577107, 0.645168, 4.918042 
0.993833, -0.001714, 0.106183, 0.031905, -0.546826, 0.648813, 4.912535 
0.999282, 0.003540, 0.009800, 0.036419, -0.532962, 0.651791, 4.904538 
0.999617, 0.004360, 0.015418, 0.022549, -0.485886, 0.655477, 4.896340 
0.999288, 0.004123, 0.034888, 0.013746, -0.473630, 0.656995, 4.897006 
0.999699, 0.004655, 0.015581, 0.018344, -0.478656, 0.655866, 4.892910 
0.999276, 0.004144, 0.034683, 0.015064, -0.473139, 0.656643, 4.900207 
0.999710, 0.004598, 0.012288, 0.020190, -0.477539, 0.656319, 4.894106 
0.999717, 0.004662, 0.013034, 0.019361, -0.477650, 0.656087, 4.893242 
0.999722, 0.004720, 0.013122, 0.019020, -0.476698, 0.655724, 4.891890 
0.999692, 0.004750, 0.015739, 0.018580, -0.477407, 0.656157, 4.897106 
0.999698, 0.004787, 0.015653, 0.018341, -0.477930, 0.656105, 4.897267 
0.999703, 0.004876, 0.015599, 0.018103, -0.478107, 0.655424, 4.897111 
0.999689, 0.004654, 0.015859, 0.018673, -0.476287, 0.655983, 4.893689 
0.999284, 0.004132, 0.034604, 0.014736, -0.472594, 0.656831, 4.897400 
0.999689, 0.004604, 0.015922, 0.018633, -0.474943, 0.655166, 4.890238 
0.999705, 0.004864, 0.016258, 0.017353, -0.469332, 0.654643, 4.891890 
0.999283, 0.004972, 0.035720, 0.011519, -0.453777, 0.655151, 4.901137 
0.999727, 0.005586, 0.018483, 0.013158, -0.443027, 0.653908, 4.899479 
0.999715, 0.006010, 0.020279, 0.011054, -0.422611, 0.652868, 4.903648 
0.999693, 0.006368, 0.022304, 0.008755, -0.399553, 0.651698, 4.904959 
0.999671, 0.006695, 0.023567, 0.007616, -0.363270, 0.653232, 4.923031 
0.999456, 0.007005, 0.031279, 0.007738, -0.313067, 0.653815, 4.937073 
0.999336, 0.007156, 0.034250, 0.010205, -0.247977, 0.655506, 4.953688 
0.999505, 0.005251, 0.029307, 0.010163, -0.009398, 0.659776, 4.993110 
0.999675, 0.005528, 0.023713, 0.007604, 0.117508, 0.664475, 5.021614 
0.999568, 0.005764, 0.027839, 0.007428, 0.201567, 0.665089, 5.031543 
0.995525, 0.009512, 0.094014, -0.000158, 0.323300, 0.669545, 5.062858 
0.998434, 0.004353, 0.054206, 0.013095, 0.399175, 0.673745, 5.052448 
0.998105, 0.006236, 0.059567, 0.014141, 0.523363, 0.677478, 5.055846 
0.998202, 0.004885, 0.058359, 0.012779, 0.647328, 0.683873, 5.068820 
0.998625, 0.004738, 0.051162, 0.010416, 0.768850, 0.688348, 5.068357 
0.998797, 0.005621, 0.047950, 0.008551, 0.864915, 0.693393, 5.081259 
0.999073, 0.006984, 0.041973, 0.006592, 0.987599, 0.698313, 5.091190 
0.999142, 0.005524, 0.040648, 0.005697, 1.072122, 0.701222, 5.089315 
0.999149, 0.006731, 0.040325, 0.005427, 1.183682, 0.706101, 5.100204 
0.998964, 0.003669, 0.044909, 0.006380, 1.304974, 0.712300, 5.103095 
0.997915, 0.005042, 0.063555, 0.010049, 1.456201, 0.720162, 5.107421 
0.997857, 0.004686, 0.064673, 0.008717, 1.585769, 0.725336, 5.109777 
0.997956, 0.005755, 0.063131, 0.008013, 1.707406, 0.729788, 5.112104 
0.998041, 0.007185, 0.061528, 0.008780, 1.799804, 0.734335, 5.116366 
0.997990, 0.006242, 0.062462, 0.008715, 1.821243, 0.735222, 5.117198 
0.998000, 0.005584, 0.062380, 0.008583, 1.819144, 0.735275, 5.115397 
0.997965, 0.007062, 0.062781, 0.008639, 1.820356, 0.735262, 5.118639 
0.998034, 0.006576, 0.061700, 0.008806, 1.818668, 0.735335, 5.117076 
0.998004, 0.007059, 0.062192, 0.008372, 1.819887, 0.734782, 5.119139 
0.997922, 0.006840, 0.063568, 0.008017, 1.820539, 0.734771, 5.119535 
0.997939, 0.007176, 0.063250, 0.008074, 1.820225, 0.734553, 5.118436 
0.997971, 0.006843, 0.062768, 0.008229, 1.821122, 0.735557, 5.121351 
0.997947, 0.007361, 0.063069, 0.008382, 1.820135, 0.735122, 5.119686 
0.998036, 0.006806, 0.061681, 0.008527, 1.819116, 0.735034, 5.117628 
0.997916, 0.006588, 0.063685, 0.008048, 1.820994, 0.735057, 5.119657 
0.997947, 0.006681, 0.063124, 0.008482, 1.820304, 0.735135, 5.118553 
0.997954, 0.006805, 0.063073, 0.007969, 1.819221, 0.734885, 5.115457 
0.997963, 0.007096, 0.062872, 0.008168, 1.820392, 0.734794, 5.118712 
0.997919, 0.006811, 0.063618, 0.007950, 1.819967, 0.734159, 5.116765 
